latitude,longitude,smf
49.157543,5.39024799,77.66
47.5079,-93.4529,52.25
44.370933,-85.7071,21.85
50.88,-120.35,68.6
-9.4448,147.34867,45.56
-35.11641,141.97633,78.3
-35.12282,141.99678,79.12
8.99,-79.57,18.38
9.16,-79.74,17.97
39.09,-96.57,61.41
34.1843333333333,118.191166666667,71.49
47.128258,-99.257768,67.98
39.05,-99.1,63.53
39.7181,-123.6527,77.39
38.99297339,-123.0674491,78.25
38.88,-120.64,68.31
43.312222,-89.370833,59.62
26.6541,-80.6298,78.53
38.9206,-106.9489,82.14
38.083,-81.98,70.91
46.42,-83.37,64.83
33.5944,-109.1397,78.71
41.9002,-89.352,75.75
46.73,-117.18,96.04
41.84071917,-88.22980687,66.69
42.3261,-71.1493,75.75
23.14,113.34,74.81
21.50381666,109.76373055,67.95
46.70875,10.38846,76.41
-23.977765,133.712524,67.05
39.96,116.36,76.39
38.541886,-121.871718,76.87
44.677,-90.177,33.31
58.346055,26.66094,68.19
58.61721,24.03508,64.44
58.46564,26.71925,68.31
58.787946,23.532754,66.03
5.162,52.652,73.21
51.5,6.28,48.25
39.7279,-123.6444,66.84
21.5416,-158.0875,85.04
34.49,75.49,74.02
43.0,-92.5,71.38
44.370933,-85.7071,26.94
49.08,-89.38,63.64
-41.260033,-71.286967,64.8
45.41,-73.25,61.59
34.1843333333333,118.191166666667,75.35
39.53,-107.78,71.69
39.53,-107.78,79.56
31.11,-95.15,70.8
49.0427,13.6161,63.77
42.481016,-72.178343,75.31
37.4962,-122.1329,74.66
38.7825,-120.2792,84.48
42.5315,-72.1899,70.34
40.2523,-123.026,73.25
40.4449,-87.0297,68.36
38.8707,-122.4274,78.72
44.23,-122.22,63.76
18.0,-65.0,64.04
37.83,-122.29,98.94
38.083,-81.98,72.13
57.1863,-2.2145,74.38
31.41,121.67,76.08
43.37,116.4,78.31
23.14,113.34,81.02
45.683333,126.633333,77.19
29.58,111.62,87.93
39.74,-123.63,81.42
69.27,-53.45,78.37
31.34916667,34.91305556,73.06
1.42,103.7,69.85
-38.47355157,175.60782681,68.71
39.96,116.4,76.86
71.251768,-156.542005,81.73
-35.105875,139.274772,72.99
38.886306,-120.647694,76.52
78.89942234,12.06222184,84.55
78.89677601,12.05679498,80.86
44.677,-90.177,37.59
58.0374,26.5666,62.6
58.79553,23.00588,63.65
58.35759,26.63616,64.04
-37.8136,144.9631,72.43
5.162,52.652,74.34
39.7292,-123.6419,70.9
43.577,4.368,73.2
43.577,4.368,76.14
31.9375,120.05583,77.02
39.06,-96.36,28.82
22.48,113.57,79.35
43.0,-92.5,67.13
44.2642,-86.1779,30.31
44.370933,-85.7071,33.3
46.42,-83.37,66.65
46.42,-83.37,66.14
58.08112,26.34164,60.5
-3.9997,-69.8947,43.0
57.09869,53.15841,58.39
-5.82124,145.14143,29.32
1.42,103.7,71.65
1.42,103.7,76.57
9.08,-79.66,27.03
34.1843333333333,118.191166666667,67.1
34.1843333333333,118.191166666667,78.64
29.67753,-82.02404,72.78
39.0,116.0,80.25
49.08,-89.38,64.49
38.88,-120.64,68.32
31.11,-95.15,67.24
39.05,-99.1,66.92
39.55,-107.97,69.43
42.550409,-72.180244,62.08
37.83,-122.29,98.8
18.0,-65.0,70.19
40.0633,-88.2058,74.85
38.9206,-106.9489,81.96
38.88,-120.64,68.35
44.23,-122.22,58.8
39.7291,-123.6419,70.32
39.7181,-123.6527,75.82
52.6322959,1.1841943,85.55
23.14,113.34,76.77
51.55,14.22,6.96
26.4984,107.425,76.82
38.249,140.244,75.05
32.479787,119.136439,69.94
-38.82,-71.68,82.85
37.3,116.65,76.72
68.623527,-149.584645,78.0
71.251768,-156.542005,83.26
38.545011,-121.876575,75.73
67.15208103,-50.04859303,97.56
44.677,-90.177,33.04
58.056276,26.335483,65.69
59.5836,25.6283,64.93
22.48,113.57,79.63
39.7292,-123.6419,73.17
28.68,121.43,79.78
44.370933,-85.7071,41.66
44.346883,-85.484083,31.7
68.38,-149.43,69.2
31.11,-95.15,71.1
46.42,-83.37,67.8
38.88,-120.64,76.61
-5.79035,145.05771,46.4
-4.0086,-69.8984,57.35
-35.11641,141.97633,83.12
38.535556,-121.772778,27.75
8.98,-79.56,22.84
9.16,-79.75,24.64
40.4608,-103.0335,70.72
52.32,-121.92,65.07
35.38,100.38,85.55
-37.926514,145.313136,68.49
-23.3107,15.5346,79.46
67.90327,18.606104,86.41
44.677,-90.177,37.44
21.5416,-158.0875,83.6
9.19,-79.76,14.47
40.463088,-103.032899,79.17
28.043948,-81.393638,73.47
-38.57,-71.78,68.52
78.902972,12.07107699,79.15
31.99,34.82,86.75
31.11,-95.15,63.54
18.0,-65.0,65.79
39.55,-107.97,70.53
49.08,-89.38,65.21
39.05,-99.1,62.28
18.0,-65.0,68.11
39.53,-107.78,69.71
38.88,-120.64,71.54
39.7181,-123.6527,74.21
45.54,-73.72,69.67
9.1086,-79.8436,59.31
38.9827,-107.0102,60.32
39.7291,-123.6419,66.43
37.83,-122.29,86.4
45.54,-73.72,74.53
38.9827,-107.0102,55.65
39.74,-123.63,83.33
-33.840172,151.058803,45.94
-33.840172,151.058803,40.52
23.623302,116.891809,75.01
43.577,4.368,72.38
31.11,-95.15,67.43
38.88,-120.64,71.84
38.88,-120.64,71.59
38.88,-120.64,72.33
-40.13,-71.6608,52.55
5.435667,-60.08825,47.61
-6.01732,145.41601,57.59
28.15,116.55,49.44
29.58,111.63,70.45
58.89269,23.68405,59.45
59.41076,27.97139,62.66
-1.80505558,103.2644444,55.27
38.535556,-121.772778,75.31
41.9035,-89.3341,72.94
39.6475,-79.9369,78.15
24.026494,121.136434,80.51
24.173609,121.299528,79.63
33.62,102.87,66.6
44.219467,-85.668583,19.02
38.98,121.53,93.38
51.82,11.7,66.64
52.32,-121.92,68.23
39.23550963,-121.2836963,70.26
35.913,-79.056,62.03
31.11,-95.15,72.29
39.7291,-123.6419,69.19
39.7181,-123.6527,75.19
45.54,-73.72,71.19
49.043,13.6183,53.69
38.9767,-107.0044,58.76
41.7655,-111.8143,86.58
39.6475,-79.9369,77.72
37.83,-122.29,93.72
42.5315,-72.1899,72.72
26.6591,-80.6279,79.95
57.1863,-2.2145,76.41
63.0472,21.7116,38.41
38.9765,-107.0043,53.89
9.1086,-79.8436,57.53
31.11,-95.15,65.52
39.7291,-123.6419,68.89
31.41,121.67,81.56
23.14,113.34,81.51
23.14,113.34,75.97
37.3,118.62,57.83
43.34,116.4,77.6
40.01,116.32,77.41
29.87,121.65,65.32
26.4984,107.417,80.67
70.469872,-157.408042,80.35
70.998417,-156.521474,84.08
24.18566,121.341514,69.47
44.677,-90.177,37.72
58.47737,25.4637,62.93
58.329722,26.932778,73.21
5.162,52.652,75.2
-37.8136,144.9631,76.68
-37.8136,144.9631,70.13
21.5416,-158.0875,82.84
31.96,-85.1,69.99
43.0,-92.5,71.04
-12.37,130.867,62.91
46.03,15.04,65.48
38.88,-120.64,68.41
-5.79035,145.05771,46.06
-7.30579,147.1175,44.07
-5.82124,145.14143,30.42
39.95724,115.42452,64.95
-42.7641762,171.6870428,55.57
45.41,-73.25,72.28
8.98,-79.56,14.28
42.392303,-72.25458,74.67
51.82,11.7,69.25
38.88,-120.64,70.37
39.55,-107.97,71.53
42.550409,-72.180244,60.43
39.55,-107.97,68.43
42.532967,-72.17263,69.55
45.54,-73.72,67.43
39.7291,-123.6419,70.09
44.20517707,-122.1284473,63.45
40.4449,-87.0297,69.13
38.9763,-107.0041,57.51
38.9206,-106.9489,81.84
63.0472,21.7116,50.37
43.312222,-89.370833,67.8
43.312222,-89.370833,68.28
38.99297339,-123.0674491,67.01
39.53,-107.78,74.1
31.11,-95.15,71.38
57.1863,-2.2145,74.07
42.0127,-93.7445,76.93
38.8722,-122.4269,72.76
44.15,116.31,78.05
23.14,113.34,77.78
21.49027777,109.76373055,71.83
46.06,14.28,80.97
32.479787,119.136439,69.32
39.74,-123.63,78.09
-38.26672886,175.97612373,71.39
37.3,116.65,76.8
71.251669,-156.542107,81.56
34.98167,-97.52056,66.27
38.886306,-120.647694,77.93
44.677,-90.177,40.1
59.00725,24.570198,57.47
59.324486,26.584811,65.97
58.3245,26.5465,62.08
5.162,52.652,72.09
5.162,52.652,75.4
21.5416,-158.0875,77.23
51.5,6.28,45.91
-24.0883,-69.9946,45.06
39.7393,-123.6309,78.07
39.5673,-123.4758,75.66
35.38,100.38,94.56
-1.78686107,103.2705556,56.98
44.2566,-86.083683,29.52
50.88,-120.35,68.28
45.41,-73.25,61.62
-25.3504,131.0516,75.98
9.14,-79.69,24.04
44.21,-122.26,64.9
-77.0148,161.456,80.21
40.4449,-87.0297,65.06
18.0,-65.0,64.09
39.05,-99.1,65.51
39.7181,-123.6527,74.15
38.9136,-106.8951,48.24
38.9206,-106.9489,82.31
38.9206,-106.9489,78.26
42.0127,-93.7445,75.08
33.5944,-109.1397,77.32
18.0,-65.0,61.52
39.7181,-123.6527,76.59
41.7655,-111.8143,81.24
36.36,-97.29,87.72
26.6541,-80.6298,74.84
18.0,-65.0,66.32
41.840725,-88.23026312,66.68
24.0062,-104.3847,77.67
45.683333,126.633333,80.45
46.06,14.28,81.11
35.735,139.539,77.81
-38.83,-71.65,69.41
39.96,116.41,77.33
70.068476,-156.105802,79.92
38.541811,-121.874985,78.03
24.173609,121.299528,76.61
-35.10536135,139.27284065,68.32
78.90966796,12.07971102,74.29
44.677,-90.177,35.9
44.677,-90.177,42.99
44.677,-90.177,39.28
57.43844,27.30075,70.07
59.324486,26.584811,65.41
59.307023,26.45794,62.98
59.067551,24.478428,63.9
59.29395,24.90647,66.24
58.37235,26.80854,69.5
58.490829,26.780575,65.94
58.4625,26.72,69.55
58.71806,22.51694,59.45
57.694204,27.377655,75.15
-24.08663,-69.99927,33.77
21.5416,-158.0875,80.37
-1.84913886,103.2999722,50.27
29.85,-92.97,54.64
37.03,99.75,83.28
43.0,-92.5,69.08
44.194817,-86.091533,19.56
53.4,16.3,73.04
46.42,-83.37,69.6
-3.598,-69.53,49.72
-7.30364,147.13239,52.39
-25.351,131.041,74.14
1.42,103.7,78.29
8.94,-79.6,19.76
9.17,-79.75,25.18
51.82,11.7,68.45
45.68,-72.0,74.53
39.7291,-123.6419,66.15
51.62,-128.09,69.67
42.0,-93.0,92.17
38.9821,-107.0102,43.25
37.4972,-122.1293,38.04
37.83,-122.29,97.79
38.7833,-120.2991,83.89
38.9206,-106.9489,77.92
39.5673,-123.4758,63.49
38.8724,-122.4268,67.06
39.534762,-107.782602,61.14
40.4449,-87.0297,68.45
38.9223,-106.954,55.95
26.6541,-80.6298,78.02
31.33,120.42,63.3
44.16,116.31,76.48
45.683333,126.633333,82.9
45.683333,126.633333,75.14
43.32,116.4,77.74
39.74,-123.63,80.77
-37.446379,144.470078,59.18
1.42,103.7,68.57
-38.26228254,175.96990866,58.54
38.545045,-121.875957,77.13
43.93333,-71.75,66.11
42.67255,-77.040283,44.85
38.886306,-120.647694,81.98
78.90966796,12.07971102,74.63
65.225,-19.71194444,40.69
58.142989,25.930826,65.19
57.7368,27.0622,71.22
59.17969,25.23308,60.94
58.378889,26.643056,70.26
4.991,52.454,71.01
4.991,52.454,68.5
39.7292,-123.6419,74.94
45.41,126.45,73.24
34.09,-118.43,78.3
38.42,108.96,81.07
28.68,121.43,83.65
28.68,121.43,82.94
53.93,-116.58,85.96
38.96,115.95,75.73
47.5078,-93.4526,51.94
44.219467,-85.668583,33.75
44.192783,-85.677217,35.82
31.11,-95.15,71.89
-12.76216667,132.7516667,63.46
-6.01602,145.40921,43.38
1.42,103.7,67.8
9.08,-79.8,23.08
39.53,-107.78,77.71
42.471116,-72.17263,68.06
46.42,-83.37,67.39
38.987,-107.0038,62.69
38.8924,-106.9111,60.0
38.8825,-106.9105,54.86
39.7291,-123.6419,67.71
35.9076,-79.0506,70.65
46.42,-83.37,64.46
37.4958,-122.1331,70.95
39.5673,-123.4758,63.52
39.458,-79.073,69.69
38.783,-120.2781,83.65
42.550409,-72.180244,58.87
38.9354,-106.9424,63.04
38.9228,-106.9541,57.04
63.0472,21.7116,92.32
42.550409,-72.180244,65.3
23.14,113.34,76.31
46.49,9.93,80.69
48.577889,9.064194,75.7
46.70875,10.38854,76.42
35.735,139.539,78.72
39.74,-123.63,80.79
39.74,-123.63,84.01
39.74,-123.63,80.99
70.998417,-156.521474,84.68
37.3,116.65,77.73
38.544363,-121.876379,77.62
24.173609,121.299528,74.16
-34.233,138.309,64.81
48.615,6.104,52.65
38.973,-123.1164,74.88
42.67255,-77.040283,46.56
67.15210701,-50.04851701,92.84
44.677,-90.177,28.76
36.92195,-2.51109,66.95
58.74809,26.49781,59.62
58.76182,22.80332,68.38
57.68283,26.20146,60.45
59.61505,24.98713,67.2
36.92195,-2.51109,65.22
58.11438,26.176913,66.0
58.2617,21.9127,61.93
59.30541,26.137067,62.42
-37.8136,144.9631,63.1
-1.78536113,103.2769167,52.68
39.7393,-123.6309,78.45
29.84,-94.04,74.48
45.19,8.25,68.19
44.2225,-85.753483,39.83
44.346733,-85.481817,8.28
68.38,-149.43,67.52
-7.30579,147.1175,41.44
-44.07439,-73.096796,25.57
-5.9305,145.0335833,52.97
-9.4448,147.34867,44.2
-35.11641,141.97633,78.03
-25.3504,131.0516,79.9
-35.12282,141.99678,81.29
38.535556,-121.772778,56.31
9.15,-79.69,24.0
34.1843333333333,118.191166666667,61.65
47.136134,-99.232896,68.64
46.42,-83.37,65.62
39.7181,-123.6527,76.43
9.1086,-79.8436,63.4
44.23,-122.22,60.99
40.4449,-87.0297,67.93
57.1863,-2.2145,79.38
41.893,-89.305,70.87
39.534762,-107.782602,72.81
9.1086,-79.8436,59.89
38.987,-107.0038,59.55
-2.4196,-55.8163,6.76
41.8784,-89.3541,71.11
42.471116,-72.17263,65.86
44.23,-122.22,63.89
39.7291,-123.6419,64.67
18.0,-65.0,64.67
37.83,-122.29,83.42
40.7999,-76.3402,70.95
52.6322959,1.1841943,83.36
26.4984,107.429,79.25
83.66,-33.37,81.05
-38.1869189,175.98224261,75.86
39.96,116.47,77.6
37.3,116.65,77.77
70.469927,-157.407467,82.39
-34.255,138.318,66.93
78.89948999,12.05993903,84.56
78.89715596,12.05875198,82.85
44.677,-90.177,31.59
44.677,-90.177,30.39
44.677,-90.177,31.65
58.30223,22.0958,61.48
57.6288,22.2878,63.06
5.162,52.652,73.53
-24.08663,-69.99927,42.23
-23.3933,-69.6039,36.34
39.7292,-123.6419,71.33
34.09,-118.43,70.72
45.41,126.45,74.11
29.79,-94.03,65.23
33.62,102.87,69.08
26.86,104.25,66.91
43.0,-92.5,77.51
34.44,113.42,97.63
44.219467,-85.668583,45.54
58.01829,22.17463,66.04
29.73517,-82.44186,63.78
29.49347,79.13757,71.58
44.21,-122.26,62.15
45.4,-93.2,61.26
51.82,11.7,66.99
52.32,-121.92,66.14
52.32,-121.92,68.38
35.913,-79.056,62.97
38.88,-120.64,72.08
39.53,-107.78,61.61
38.88,-120.64,67.2
46.42,-83.37,65.89
39.5673,-123.4758,65.27
37.4965,-122.133,66.66
39.0042816,-77.1012173,65.98
39.0042816,-77.1012173,66.23
43.073,-89.4011,92.75
39.5673,-123.4758,62.47
18.0,-65.0,64.17
43.303333,-89.3325,61.29
23.619323,116.87216,93.57
46.70875,10.38857,80.05
39.74,-123.63,79.16
1.42,103.7,69.43
39.96,116.32,77.06
71.251768,-156.542005,75.14
71.189196,-156.572292,83.53
70.998417,-156.521474,80.0
63.88306,-149.22556,59.75
42.67255,-77.040283,61.17
38.886306,-120.647694,78.51
38.886306,-120.647694,71.95
59.4268,27.519,62.64
59.49325,25.36253,72.15
58.353845,22.248666,69.73
36.92195,-2.51109,71.95
58.28253,22.46296,65.23
59.51083,24.81622,67.27
-33.840172,151.058803,47.53
21.5416,-158.0875,85.13
28.68,121.43,81.61
28.68,121.43,72.5
29.85,-92.98,82.44
29.44,116.02,77.12
44.346883,-85.484083,36.4
68.38,-149.43,74.52
22.32166,103.78688,58.95
1.42,103.7,75.82
34.1843333333333,118.191166666667,68.64
39.0,116.0,81.34
-77.011,161.426,75.49
52.32,-121.92,63.86
39.23550963,-121.2836963,67.39
18.0,-65.0,64.82
35.913,-79.056,66.02
39.05,-99.1,62.93
40.81667,-104.76667,67.85
40.81667,-104.76667,70.39
39.534762,-107.782602,72.03
41.7655,-111.8143,67.31
40.4449,-87.0297,68.89
39.7181,-123.6527,74.96
39.0844,-86.4705,77.56
41.8854,-89.3208,72.87
26.6539,-80.6288,78.18
44.20517707,-122.1284473,62.11
39.7291,-123.6419,65.11
49.08,-89.38,58.1
39.7181,-123.6527,78.38
42.0127,-93.7445,75.58
43.312222,-89.370833,67.86
49.044,13.617,63.14
38.987,-107.0038,54.91
38.9205,-106.9513,51.33
45.54,-73.72,72.6
37.45,104.95,87.33
42.3261,-71.1493,59.08
27.4448,111.351,76.98
39.74,-123.63,80.5
64.54,-51.12,75.17
37.3,116.65,78.07
71.297883,-156.540983,79.88
43.93333,-71.75,63.16
-25.025508,152.379908,69.69
44.677,-90.177,32.94
59.615525,24.99532,66.63
58.58002,22.84337,58.41
21.5416,-158.0875,78.03
-4.26297,-73.63852,60.67
43.577,4.368,75.93
29.95,113.8225,76.3
36.43,94.86,82.84
35.897,-98.275,52.41
44.271933,-85.992533,30.68
38.88,-120.64,67.5
-41.1976,-71.8228,68.62
39.95546,115.42577,65.21
38.535556,-121.772778,75.45
28.073118,-81.428559,76.48
40.85117,-104.70124,79.06
40.46533,-103.0319,81.65
-77.0038,162.238,71.03
45.68,-72.0,71.19
46.42,-83.37,67.6
18.0,-65.0,63.02
35.913,-79.056,59.33
38.9763,-107.0041,59.39
40.4449,-87.0297,66.49
38.8925,-106.9111,53.8
38.9206,-106.9514,83.36
42.481016,-72.178343,69.63
38.9827,-107.0102,64.34
41.7655,-111.8143,66.28
9.1086,-79.8436,63.82
49.08,-89.38,64.77
37.4965,-122.1329,76.26
45.54,-73.72,68.41
39.6475,-79.9369,78.87
39.55,-107.97,69.51
18.0,-65.0,65.14
46.73,-117.18,93.06
23.14,113.34,77.77
53.71653765,9.76824442,66.18
46.49,9.93,74.0
35.812,-98.262,68.95
26.4984,107.427,85.72
-25.56,29.56,78.13
39.74,-123.63,80.32
39.74,-123.63,82.36
68.479911,-155.758,74.64
42.67255,-77.040283,55.72
72.369,126.475,83.43
44.677,-90.177,36.16
44.677,-90.177,42.08
44.677,-90.177,38.45
58.056276,26.335483,64.86
58.58463,23.57021,59.3
57.58569,26.64614,63.28
58.460278,26.726389,65.47
57.594205,26.3241,60.13
58.30122,21.936,68.83
36.92195,-2.51109,54.94
57.7368,27.0622,71.72
21.5416,-158.0875,79.27
51.5,6.28,49.0
-23.39321,-69.60378,46.97
45.28139,131.16583,79.07
47.19,124.22,78.77
38.88,-120.64,71.21
45.41,-73.25,74.88
-25.351,131.041,75.53
42.4,-85.4,65.26
29.686609,-81.983,75.57
28.043948,-81.393638,72.06
52.32,-121.92,63.2
38.99297339,-123.0674491,75.65
46.42,-83.37,60.05
39.53,-107.78,69.94
35.913,-79.056,64.16
18.0,-65.0,67.15
31.11,-95.15,67.69
42.550409,-72.180244,71.74
37.4973,-122.1295,52.85
42.0,-93.0,92.03
26.6539,-80.6288,76.13
39.7291,-123.6419,67.38
57.1863,-2.2145,70.37
43.312222,-89.370833,48.92
39.458,-79.073,71.96
40.4449,-87.0297,68.55
38.9763,-107.0041,59.1
38.083,-81.98,69.0
38.9206,-106.9489,83.27
39.0042816,-77.1012173,59.12
38.883,-106.9108,46.47
38.88,-120.64,70.54
28.15,116.55,58.29
23.624572,116.811869,98.87
23.14,113.34,80.51
23.14,113.34,79.33
45.683333,126.633333,76.56
45.683333,126.633333,77.86
53.71653765,9.76824442,71.03
48.577889,9.064194,78.32
48.579083,9.063333,78.28
39.74,-123.63,84.06
-38.2609532,175.96048444,70.7
39.96,116.34,77.6
71.251669,-156.542107,83.73
24.026494,121.136434,77.61
24.094878,121.034072,73.31
-30.4704,137.1363,71.49
-30.4704,137.1363,68.92
67.15642001,-50.08365101,76.28
67.15558601,-50.08499002,79.57
58.72258,25.06363,60.92
59.10435,24.34035,54.27
57.68283,26.20146,58.78
58.71484,26.43655,64.2
58.11438,26.176913,65.38
59.4268,27.519,62.27
59.47063,25.298297,60.22
58.156944,26.281944,70.15
35.38,100.38,92.3
39.7292,-123.6419,71.37
43.577,4.368,77.06
47.5079,-93.453,65.46
44.271933,-85.992533,24.67
31.11,-95.15,72.28
46.42,-83.37,66.04
8.7574,-82.26828,45.38
57.87791,27.68945,64.22
38.535556,-121.772778,15.75
1.42,103.7,74.68
8.53,-79.9,29.62
34.1843333333333,118.191166666667,69.29
40.465261,-103.0346,75.36
45.68,-72.0,69.67
38.9365,-106.9428,63.7
9.1086,-79.8436,66.21
38.9206,-106.9489,79.85
38.9223,-106.954,57.84
38.9206,-106.9489,81.26
39.53,-107.78,80.11
42.481016,-72.178343,68.38
39.23550963,-121.2836963,67.01
38.88,-120.64,76.35
38.8825,-106.9105,54.75
42.481016,-72.178343,72.62
41.9002,-89.3556,80.23
40.7999,-76.3402,68.55
28.15,116.55,27.84
23.14,113.34,79.62
46.70875,10.38849,79.08
35.735,139.539,77.45
38.249,140.244,76.18
39.74,-123.63,83.83
-37.908647,145.139591,64.3
70.068559,-156.105719,80.43
71.296,-156.554483,82.76
24.087978,121.028934,72.68
44.677,-90.177,33.29
44.677,-90.177,40.79
44.677,-90.177,32.73
36.92195,-2.51109,75.19
58.27961,26.3716,56.38
58.415932,25.232692,61.47
58.71484,26.43655,63.9
58.30122,21.936,67.6
-37.8136,144.9631,63.8
46.97,-118.62,75.24
35.38,100.38,80.43
35.38,100.38,76.39
-1.8835278,103.2676667,57.27
-2.15275,103.3504167,61.63
21.618669,69.865737,40.39
28.68,121.43,81.44
43.0,-92.5,68.88
50.88,-120.35,64.49
29.73517,-82.44186,27.34
50.1413,8.2677,61.46
45.41,-73.25,71.42
38.535556,-121.772778,25.38
